Suquelish Dykailum 
Duck (As in evade) Plit
Duck: Plaquarswinji
Due: Lod
Dull: Kren
Dumb: Tard
During: Makquin
Dust: Pum
Duty: Lody
Dwell: Quohk
Dye: Lot
E
Each: Chan
Eagle: Gleal
Ear: Orn
Early: Ornty
Earn: Telpon
Earth: Yithian
East: Jelst
Easter: Stortah
Eastern: Jelstern
Easy: yaysi
Eat: Garb
Echo: Boonoe
Economy: Ponomoy
Edge: Raykoe
Edit: Koret
Edition: Koretshin
Editor: Koretor
Editorial: Koretorian
Educate: Kahgnahkate
Education: Kahgnahkashin
Educational: Kahgnahkonilah
Effect: Brolat
Effective: Brolatave
Efficient: Brolatent
Effort: Solorn
Egg: Ovi
Ego: Granto
Eight: Dexlah
Eighteen: Plurdexlah
Either: Medoot
Elastic: Flexabent
Elbow: Nexbow
Elder: Olter
Elderly: Olterly
Elect: Choton
Election: Chotonshin
Electric: Magoreek
Electricity: Magoreekium
Elegant: Tampershaf
Element: Basiol
Elementary: Basolinik
Elephant: Fanteep
Elevate: Higoyut
Elevator: Higoyutor
Eleven: Plurplur
Eleventh: Plurplurth
Eliminate: Nantalovay
Else: Sol
Elsewhere: Solthillah
Embarrass: Teinkass
Embassy: Amernet
Embrace: Holdafe
Embroider: Stichaper
Emerge: Rovail
Emergency: Rovailasy
Emigrant: Emifrint
Eminent: Jagvarret
Emotion: Feeleon
Emphasize: Tatoroo
Emphatic: Tatorook
Employ: Ponkee
Employee: Ponkeetan
Employer: Ponkeejor
Employment: Ponkeepent
Empty: Dochi
Enamel: Melnoten
Enclose: Anlarf
Encore: Anreka
Encourage: Ankorfaje
Encouragement: Ankorfajepint
End: Troke
Endeaver: Thrapinor
Endurance: Thradurase
Enemy: Merkefir
Engine: Nejeeb
England: Ganyith 
English: Ganyon
Enjoy:  Rahklin
Enjoyment: Rahklinpint
Enlarge: Manhugen
Enlarged: Manhugent
Enlarging: Manhugenig
Enormous: Hugenafe
Enough: Kashin
Enter: Antar
Entertain: Antarteej
Entertained: Antarteet
Entertaining: Antarteejnig
Entertainment: Antarteepint
Entertains: Antartese
Enthusiasm: Exchavinonzie
Entire: Filobe
Entirely: Filobely
Entrance: Antaranse
Entrust: Anfay
Envelope: Pelovium
Envious: Jellokah
Envy: Jelloe
Equal: Lokeb
Equality: Lokebittee
Equalize: Lokebbose
Equilibrium: Lokebatrium
Era: Era
Erase: Ragole
Erased: Ragolt
Eraser: Ragoler
Erasing: Ragolnig
Errand: Sibbet
Error: Jadar
Escalator: Dodarapun  
Escape: Babik
Escort: Polad
Especially: Udomfillo
Establish: Marikosh
Establishment: Marikoshpint
Estate: Skoloest
Esteem: Broxter
Estimate: Solispeet
Eternal: Nalteray
Eternity: Nalterayus
Ether: Afkah
Ethical: Rutanel
Ethics: Rutans
European: Rugobeon
Evacuate: Bedriskaveet
Eve: vyo
Even: Vyon
Evening: Vyonnig
Event: Vyont
Ever: Lakkoe
Every: Lakkoy
Everyone: Lakkoplur
Everything: Lakkodring
Evidence: Soverrit
Evident: Sovergat
Evidently: Sovergatoe
Evil: Narysh
Exact: Obstroll
Exacting: Obtrollnig
Exactly: Obstrolly
Exaggerate: Tiallappi
Exaggerated: Tiallappit
Exaggerating: Tiallappinig
Example: Baryahten
Exceed: Apleef
Exceeded: Apleeft
Exceeding: Apleefnig
Excel: Aplel
Excelled: Aplelt
Excellent: Aplelent
Excelling: Aplelnig
Except: Aplent
Exception: Aplepint
Exceptionally: Aplepintoli
Excess: Luxeep
Excesses: Luxeepos
Excessive: Luxeepije
Exchange: Angeenj
Excite: Anstit
Excitement: Anstibent
Exclaim: Anfert
Exclude: Anbode
Excursion: Antrajone
Excuse: Paryan
Execute: Anjiperg
Execution: Anjipergshin
Exert: Oskug
Exhaust: Osqeen
Exhibit: Pryzalog
Exhibition: Pryzalogshin
Exile: Pelqia
Exiled: Pelqiat
Exiling: Pelqianig
Exist: Lufrok
Existed: Lufrokt
Existence: Lufrokrans
Existing: Lufroknig
Exists: Bakkaws
Exit: Bakkaw
Exited: Bakkawt
Exiting: Bakkawnig
Expand: Ojin
Expanded: Ojint
Expanding: Ojinnig
Expansion: Ojinshin
Expect: Pekket
Expectation: Pekketoshin
Expected: Pekketad
Expecting: Pekketnig
Expel: Pelkeb
Expense: Yonpons
Expenses: Yonponses
Expensive: Yonponsif 
Experience: Exmarzea
Experienced: Exmarzeat
Experiment: Exmarzepint
Expert: Retilt
Explain: Soli
Explained: Solit
Explaining: Solinig
Explains: Solis
Explanation: Solineon
Explode: boomit
Exploit: Aploy 
Exploration: Lamorashin
Explore: Lamor
Explosion: Boomishin
Explosive: Boomisif
Export: Anship
Expose: Wrakore
Exposure: Wrakoruse
Express: Swerti
Expression: Swertishin
Expulsion: Pelkebshin
Exquisite: Jemqahvay
Extend: Oreesh
Extended: Oreeshad
Extension: Oreeshin
Extensive: Oreeshif
Extent: Oreesht
Exterior: jundeal
External: Junderil
Extinguish: Otoeloe
Extra: Inska
Extraordinary: Umloffadori
Extravagant: Inskavolent
Extreme: Jabbar
Extremely: Jabbarly
Eye: Orit
Eyebrow: Oritbron
Eyeglass: Oritglen
Eyelid: Oritkadmer
Eyesight: Oritzee
F
Fable: Thomoos
Fabric: Klath
Face: Quim
Fact: Dret
Factory: Nufraji
Faculty: Klutafan
Fade: Dinj
Fail: Greag
Failure: Greagorn
Faint: Swoom
Fair: Harb
Fairy: Shawfel
Faith: Fayfeel
Faithful: Fayfeeli
Fall: Drope
False: Drose
Fame: Noesh
Familiar: Klunjiber
Family: Klunjio
Famous: Noeshees
Fan: Swip
Fancy: Labrate
Fantastic: Adori
Far: Kran
Fare: Rune
Farewell: Rundell
Farm: Kulten
Farmer: Kulteneer
Farther: Kranor
Fascinate: Hypokam
Fascinating: Hypokamnig
Fashion: Stylot
Fast: Speet
Fat: Gorb
Fatal: Dathal
Fate: Dirth
Father: Chorrow
Fatherland: Chorrowyith
Faucet: Kligmert
Fault: Klig
Favor: Svamat
Fax: Mox
Fear: Jore
Fearful: Jorell
February: Hoseffi
Federal: Mooli
Federation: Moolishin
Fee: Snell
Feeble: Termose
Feed: Hern
Feel: Epps
Feeling: Eppsnig
Feet: Yeeg
Fellow: Tinop
Female: Enbaru
Feminine: Enbaroon
Fence: Bott
Fencing: Bottnig
Fertile: Stenzel
Fertility: Stenzelity
Fervent: Shanty
Fever: Nimahj
Feverish: Nimahjith
Few: Mel
Fiber: Thrittor
Fiction: Quinlex
Fictitious: Quinlexous
Field: Nire
Fifteen: Plurebbin
Fifteenth: Plurebbinth
Fifth: Ebbinth
Fiftieth: Ebbinzanth
Fifty: Ebbinzan
Fight: Shik
Figure: Selloin
File: Rifin
Fill: Gal
Fillet: Motsot
Film: Misner
Filter: Thakib
Filth: Biff
Filthy: Biffy
Final: Grozny
Finance: Ponplin
Financial: Ponplinill
Find: Remm
Fine: Herzog (as in ticket)
Fine: Meon (as in well or good)
Finger: Mayhoff
Fingernail: Mayhofflug
Finish: Famrish
Fire: Wayiff
Firm: Fouw
Firmament: Rokiam
First: Plurth
Fish: Shiff
Fist: Foge
Fit: Dwit
Five: Ebbin
Fix: Prit
Flag: Chayk
Flame: Fach
Flap: Blap
Flash: Bling
Flashlight: Blingyosh
Flat: Trat
Flatter: Jolooj
Flattery: Joloojly
Flavor: Buddin
Fleet: Shad
Flesh: Skame
Flew: Swonj 
Flexible: Bogavot
Flight: Swint
Flirt: Jezzel
Float: Driff
Flood: Delj
Flooded: Deljad
Flooding: Deljnig
Floods: Deljes
Floor: Steppay
Flora: Flara
Flour: Dabray
Flourish: Kaynale
Flourished: Kaynalt
Flow: Strem
Flower: Ploom
Fluent: Shahzad
Fluently: Shahzady
Fluid: Shazzid
Fly: Swinj
Flying: Swinjnig
Focus: Sokos
Fog: Misp
Fold: Kreez
Folk: Payt
Follow: Weebol
Fond: Lont
Font: Tripe
Food: Nant
Fool: Chikis
Foolish: Chikish
Foolishness: Chikishnoss
Foot: Yag
Football: Yagrount
For: Rofe
Force: Powse
Forehead: Rabbarraid
Foreign: Sonjan
Foreigner: Sonjanor
Foresight: Rabborit
Forest: Kahjil
Forever: Roflakkoe
Forge: Noot
Forget: Rofyer
Forgive: Naypard
Fork: Twage
Form: Forn
Formality: Fornalittoe
Formation: Fornashin
Formed: Fornt
Former: Fornor
Formerly: Fornerly
Formula: Nahlalum
Forsake: Rofkesa
Fortieth: Exelzanth
Fortunate: Kizmittal
Fortune: Kizzoin
Forty: Exelzan
Forward: Kadrol
Found: Romm 
Foundation: Rommashin
Founder: Rommer
Fountain: Sprifyan
Four: Exel
Fourteen: Exelzateen
Fowl: Swowl
Foyer: Kekem
Fragment: Quahteet
Frame: Moim
France: Frinse
Fraud: Twon
Free: Gallam
Freedom: Gallamon
Freely: Gally
French: Frynch
Frequent: Gapleen
Fresh: Nosel
Friday: Kaparestoe
Fried: Jad
Friend: Dinroo
Friendly: Dinrooly
Friendship: Dinroosh
Fright: Jort
Frighten: Jorton
Frightening: Jortonnig
Frog: Ribbit
From: Fram
Front: Stwat
Frost: Glosk
Frown: Dreb
Frozen: Glosken
Fruit: Weeb
Fry: Siz
Fuck: Sippia
Fuel: Amra
Fugative: Glegjooral
Fulfill: Lugal
Full: Lum
Fully: Lumly
Fun: Yip
Function: Pellshin
Fund: Pund 
Fundamental: Pundallota
Funeral: Baskqahvet
Funny: Yippy
Fur: Qur
Furnace: Qurvans
Furnish: Daymplish
Furniture: Daymplachur
Fury: Banti
Fuss: Kriess
Futile: Esperon
Future: Kizmilla
G
Gain: Bamf
Gale: Mistral
Gallant: Braveen
Gallery: Penoshay
Gallon: Ganban
Gamble: Veewig
Game: Pojoe
Garage: Synase
Garbage: Poyhune
Garden: Dagarta
Garlic: Garstift
Garment: Ganjeet
Gas
Gasoline: Rungairon
Gate Prosh
Gather: Narysh
Gause: Limin
Gave: Gip
Gay: Horf
Gender: Derjee
General: Mitmokin
Generality: Yabinchi
Generally: Yabinchaky
Generation: Yabolashin
Generosity: Bekonikavy
Generous: Bekonvoos
Genius: Klimyus
Gentle: Pishkin
Gentleman: Pishkinmare
Genuine: Gelrankin
Geography: Yithagrapoy
Germ: Sarm
German: Garmare
Germany: Garmareny
Gesture: Baryat
Get: Gat
Ghost: Atma
Gift: Goft
Gifted: Goftad
Gigantic: Hugenafe
Girl: Bedril
Give: Gipe 
Glad: Frad
Gladly: Fradly
Glance: Orts
Gland: Nerk
Glasp: Rampst
Glass (In general) Sloke
Glass: Glenet
Glasses: Glens
Glimps: Glorts
Glitter: Otarn
Globe: Rowlb
Gloom: Murk
Gloomy Murkly
Glory: Vikri
Glove: Sajemmut
Glue: Natessor
Go: Goy
Goal: Vishen
God: Kami
Gold: Jrano
Golden: Jranod
Good: Mees
Goodbye: Meeschon
Goodness: Meesnoss
Gossip: Sooplah
Govern: Montray
Government: Montrasi
Governor: Montrayor
Grab: Barg 
Grace: Fave
Graceful: Folfave
Gradual: Belmoral
Graduate: Vishwahmet
Graduated: Vishwahmetad
Graduating: Vishwahmetnig
Graduation: Vishwahmeshin
Grammar: Merjeer
Grand: Quwip
Grant: Permeesk
Grape: Greem
Grass: Goor
Grateful: Folren
Gratitude: Renilloot
Grave: Intur
Gravely: Inturloe
Gravity: Puldowkah
Gravy: Vekloy
Gray: Yarch
Grease: Slik
Great: Dreet
Greatly: Dreetly
Greed: Hort
Greedy: Horty
Green: Chun
Greet: Welk
Greeting: Welknig
Grief: Merkef
Grieve: Merkeje
Grieved: Merket
Grieving: Merkejnig
Grind: Steat
Groan: Pahson
Grocer: Bodser
Groceries: Bodsorius
Grocery store: Bodsorihoss
Grocery: Bodsori
Ground: Eryith
Grounded: Eryithad
Grounding: Eryithnig
Grounds: Eryiths
Group: Klayj
Grouped: Klajad
Grouping: Klayjnig
Groups: Klayjis
Grow: Mork
Growth: Morkth
Grumble: Pahmble
Guarantee: Bontakkain
Guard: Udak
Guardian: Udakian
Guess: Taych
Guest: Nirune
Guidance: Jorvillanse
Guide: Jorvil
Guidebook: Jorviltoar
Guilt: Linth
Guily: Linthy
Guitar: Quinjoe
Gulp: Plap
Gum: Rux
Gun: Aliuqet
Gust: Bloest
Gypsy: Punjabi
H
Habit: Niremel
Habitual: Niremelial
Hair Salon: Strangtroe
Hair: Strang
Haircut: Strangsheer
Haircutter: Strangsheerer
Haircutting: Strangsheernig
Hairdresser: Stukripoos
Hairdryer: Strangwelcher
Half: Divit
Hall: Korrin
Halt: Stralt
Ham: Swige
Hammer: Powwit
Hand: Saje
Handbag: Sajegach
Handcraft: Sajemannute
Handkerchief: Blagorpuff
Handle: Sajel
Handsome: Brewmesoe
Handwriting: SajeSkribbnig
Handwritten: SajeSkribon
Handy: Sajey
Hang: Toid
Hanger: Toider
Haphazard: glijozade
Happen: klutek
Happily: Joykahly
Happiness: Joykahnoss
Happy: Joykah
Harbor: Nysarn
Hard: Rune
Harden: Runen
Hardly: Runely
Hardness: Runoss
Harm: Mot
Harmed: Mottad
Harmful: Motfil
Harming: Motnig
Harmless: Motloss
Harmonious: Vishwamitwa
Harmony: Vishwami
Harms: Mots
Harsh: Shrew
Harvest: Basqule
Harvested: Basquled
Harvests: Basqult
Has: Vas
Haste: Speets
Hasten: Speetsin
Hastily: Speetsily
Hasty: Speetsy
Hat: Bard
Hate: Flam
Haughty: Konsej
Haunt: Waif
Haunted: Waift 
Haunting: Waifnig
Haunts: Waifs
Have: Vase
Havesting: Basqulnig
Hay: Yaw
Hazy: Zeedi
He: Mea
Head: Boraid
Headache: Boraidblung
Heal: Remhelt
Healed: Remheltad
Heals: Remhelts
Health: Remhellon
Healthy: Remhelty
Hear: Mue
Hearing: Muenig
Hears: Mues
Heart: Mensil
Heartburn: Mensilkiln
Heartless: Mensilloss
Heat: Tate
Heating: TateNig
Heaven: Ambroseum
Heavenly: Ambrosely
Heavens: Ambroseums
Heavier: Wonrier
Heaviest: Wonriost
Heavy: Wonry
Hebrew: Suquelish, Suquelleon
Heel: Bloke
Height: Reen
Heir: Qame
Hell: Ooblee’et
Hello: Qodeesh
Help: broon
Helped: Broont
Helpful: Broonfill
Helping: Broonig
Helpless: Broonloss
Hem: Stwauch
Hen: Cherk
Her: Meair
Her: Meair
Herbology: Yintology
Herd: Groud
Here: Hech
Hero: Zorro
Heroine: Zorrofane
Herring: Saffeel
Herself: Meairsulf
Hesitate: Delaymet
Hide: Klede
Hideous: Ugletay
High: Trom
Highway: TromOpee
Hill: Arn
Him: MeAm or Gam
Himself: MeAmsulf
Hinder: Antill
Hint: pund
Hip: Sparn
Hire: Ponqit
His: Meor 
Historian: Yadestollian
Historical: Yadestollam
History: Yadestoll
Hit: Klab
Hoarse: Grunch
Hold: Grap
Hole: Burra
Holiday: KumaEstoe
Hollow: Blotay
Home: Hovvit
Homemade: Hovvitmannute
Homeopath: Hannammannist
Homosexual: Alesfeono
Honest: Truin
Honesty: Truiny
Honey: Mastrum
Honeymoon: Mastrumort
Honor: Horgal 
Hook: Klook
Hope: Smeep
Horizon: Yittoban
Horizontal: Yittobanzol
Horn: Sparn
Horoscope: Sharrinsko
Horrible: Teganbah
Horror: Tegan
Horse: Svetlin
Hospitable: Kinalleo
Hospital: Remtatum
Hospitality: Kinalleoty
Host: Spont
Hostess: Spontess
Hot: Flam
Hotel Strakkanzie
Hour: Abbar
House: Hoss
How: Trow
However: Trowlakkoe
Huge: Jark
Human: Zahbeek
Humanitarian: Zahbeekaforion
Humanity: Zahbeekittan
Humble: BleUme
Humiliate: BleUmidat
Humiliation: BleUmidatshin
Humility: BleUmeddy
Humor: Theah
Humorous:  Theahhay
Hundred: Plurzanzan
Hundredth: Plurzanzanth
Hunger: ReUng
Hungery: ReUngi
Hunt: Roy
Hunter: Roytar
Hunting: Roytarnig
Hurricane: Twispinnil
Hurry: fleecho
Hurt: Nach
Husband: Joiklerd
Hush: Shoff
Hyphen: Luchek
Hypnosis: Hayertay
Hypnotist: Hayertisp
Hypnotize: Hayertaze
Hypnotized: Hayertayt
Hypnotizing: Hayertaynig
Hypocrite: Akashan
Hypothesis: Vishwamitra
Hysterical: Dahmanial
I
I: Fe
Ice Cream: AynkJeam
Ice: Aynk
Icy: Aynky
Idea: Kognea
Ideal: Kogneal
Idealistic: Kognealistik
Identical: Deklitteol
Identify: Deklittonye
Identity: Deklitteoy
Idiocy: Gribayopsee
Idiot: Gribayop
Idle: Chudle
Idleness: Chudlenoss
If: Aff
Ignorance: Larrannesh
Ignorant: Larrannet
Ignore: Larran
Iight: Yosh
Ill: Ker
Illegal: Ildekry/Iltavel
Illiteracy: Ilkognasy
Illiterate: Ilkognate
Illness: Kernoss 
Illuminate: Glishnovat
Illumination: Glishnovashin
Illusion: Popswazin
Illustrate: Mambokan
Illustration: Mambokashin
Image: Lolich
Imaginary: Lolichiny
Imagination: Lolichinashin
Imagine: Lolicha
Imbalance: Ambykarch
Imitate: Aprian
Imitation: Aprianshin
Immediate: Pellegrinot
Immediately: Pellegrinolly
Immense: Tegan
Imminent: Neffarru 
Immobility: Inkarlegah
Immoral: Arnhoff
Immortal: Infellial
Immortality: Infelli
Immovable: Inulskatay
Imp: Pujal
Impatience: Lanroojinse
Impatient: Lanroojin
Impersonal: Inpayjoel
Implied: Ilanjet
Implies: Ilanjis
Implore: Kekim
Imply: Ilanj
Implying: Ilanjnig
Importance: Herrayix
Important: Herrayik
Impossible: Boragazza
Imposter: Inswakker
Impoverish: Inshenoral
Impoverished: Inshenoralt
Impress: Instat
Impression: Instatshin
Impressive: Inlagniff
Imprison: Instirliff
Improve: Insweek 
Improvement: Insweeknent
Improvise: Bungeeqess
Improvised: Bungeeqesst
Improvises: Bungeeqesses 
Improvising: Bungeeqessnig
Imprudence: Snaykrokinsh
Imprudent: Snaykrokin
Impulse: Slahjeed 
Impulses: Slahjeeds
Impulsive: Slahjeediff
Impure: Anklenth 
Impurities: Anklenthees
Impurity: Anklenthy 
  In General: Yabinch
In: Ain or Nin
Inaccurate: Ainbulziffin 
Inactive: Ainpreetive
Inactivity: Ainpreetivity
Inadequate: Ainsawikki 
Inanimate: Ainroopakon
Inappropriate: AinAbbisikon
Incentive: Ilannaj
Inch: Ibek
Incident: Hekimmat
Incline: Ainbry
Include: Ainfloon
Income: Ainmek
Incomplete:  Ainlobriff 
Increase: Ainglik
Incredible: Aindebikko
Indecent: Ainlewdeek
Indeed: Ainaird
Independence: Ainhahleense
Independent: Ainhaleent
Index: Menet
Indicate: Pythian
Indication: Pythiashin
Indifferent: Aindasterant 
Indignant: Aineblet
Indirect: Ainjorvil
Indiscreet: Aindolyeet
Indiscretion: Aindolyeeshin
Individual: Selvasiloe
Individually: Selvasilly
Indoors: Ainkadmers 
Induce: Kinnain
Indulge: Sequah
Indulged: Sequaht
Indulgence: Sequahntis
Indulgent: Sequahgent
Indulging: Sequahnig
Industrial: Borogozil
Industry: Borogozy
Industtries: Borogozes
Inedible: Aingarb
Inefficient: Ainbrolatent
Inequality: Ainlokebittee
Inexpensive: Ainyonponsif
Inexperience: Ainexmarzea
Inexperienced: Ainexmarzeat
Infancy: Paypoonzi
Infant: Paypoon
Infected: Ainsarmt
Infection: Ainsarm
Inferior: Ibekwee
Inferiority: Ibekweetoskan
Infinite: Vessahgwah
Infinity: Vessahgwee
Inflammation: Pory 
Influence: Teganbah
Influenced: Teganbat
Influences: Teganbahs
Influencing: Teganbahnig
Inform: Ainforn
Information: Ainfornashin 
Ingenious: Ainklimyus
Inhabit: Ainkohetoe
Inhabitant: Ainkohelant
Inhabited: Ainkohet
Inhabiting: Ainkohetoenig
Inherit: Nefad
Inheritance: Nefaddase
Inhuman: Ainhumare
Inhumane: Ainhumarjat
Initial: Shenoral 
Initiate: Shenorate
Initiated: Shenoratad
Initiating: Shenoralnig
Initiative: Shenoravite
Injection: Inokon
Injuries: Pellegrins
Injurious: Pellegrin
Injury: Pellagroy
Injustice: Ainkanniff
Ink: Trufe 
Inn: Strakanzie
Inner: Ninore
Innocent: Donayit
Innocents: Donayits
Inquire: Luintoo
Inquiry: Luintay
Inquisitive: Ainluinoff
Insane: Ainveese
Insanity: Ainveesittoy
Inscription: AinKarvate
Insect: Chantar
Insensible: Aramelee
Insert: Insarn
Inside: Nindoy
Insight: Ninort
Insignificant: Laraneshleo
Insist: Humel
Inspect: Tizeech
Inspire: Prismithin
Install: Danoy
Instance: Zarfonse
Instant: Zarfont
Instead: Meffan
Instep: Ninthap
Instinct: Goma
Institute: Pellegrinot
Instruct: Vassnok
Instruction: Vassnokshin
Instructor: Vassnokeer
Instrument: Venbahwan
Insult: Iggalt
Insurance: Ingfornase
Insure: Ingforn
Intact: Maydose
Intellect:  Ninkognat
Intelligence: Ninkohnatase
Intense: Larnesh
Intention: Nefarune
Interest: Naksud
Interfere: Nemvaheno 
Interior: Mikarruss
Internal: Roenerjee
International: Roepajosen
Interpret: Parlayton
Interpreter: Parlaytor
Interrupt: Desbrowag
Interval: Vellory 
Interview: Dobbaddin
Intimacy: Ioneeppoy
Intimate: Ioneep 
Into: Ninnote
Intricate: Hanzolgen
Intrigue: Disbrow
Introduce: Lintallase
Intuition: Elianam
Invent: Jrannok
Invest: jronovi
Investigate: Jranovate
Invisible: Gilliaji
Invite: Uvon
Iodine: Oykachan
Iris: Yorgi
Irish: Druit
Iron: Myrex
Irony: Myreezoe
Irritate: Peraltah
Island: Kiyith
Isolate: Rugoben
Issue: Hagop
It: Tet
Italian: Spateevan
Italy: Spateevoe
Itch: Skug
Ivory: Tuskory
Ivy: Helex
J
Jacket: Flakrun
Jail: Lagnif
Jam: Rooloe
January: Nafftheo
Japan: Nippan
Japanese: Nippanian
Jar: Charg
Jaw: Ayerm
Jealous: Zoeguzz
Jealousy: Zoeguzzly
Jelly:  Roolum
Jesus Christ: Suwachi
Jewel: Elbrew
Jewish: Brewel
Job: Boje
Join: prayk
Joint: Arn
Joke: Jayst
Jokingly: Jaystnigly
Journal: Toarial
Journalist: Toarialist
Journey: Yother
Joy: Joykah
Joyous: Joykahlase
Judge: Shurtleff
Judgment: Shurtleffeen
Juice: Bowj
Juicy: Bowji
July: Judah
Jumble: Mixril
Jump: Bunj
Jumped: Bunjad
Jumping: Bunjnig
Jumps: Bunjis
June: Levi
Junior: Mandan
Just: Roy
Justice: Roytase
Justification: Roytaskashin
Justify: Roytaskay
Juvenile: Eskaddanil
K
Keen: Neek
Keep: Royk
Keeping: Royknig
Keeps: Royks
Kept: Roykt
Kernel: Seeffet
Key: Loke
Kick: Isk
Kicked: Iskad
Kidney: Neffrut
Kill: Krole
Killer: Kroler
Kin Famp
Kind: Kintoe
Kindly: Kintoloe
Kindness: Kintoliss
King: Abtin
Kiss: Smoo
Kitchen: Qaysket
Kiwi: Bambole
Knee: Dores
Kneel: Dorell
Knees: Doressis
Knife: Utana
Knight: Udarg
Knit: Weef
Knock: Rak
Knot: Skad
Know: Kognah
Knowledge: Koglin
Kremlin: Ruskiff
L
Label: Zogger
Labor: Rablor
Laboratory: Rablorium
Laborer: Rablorin
Lace: Twip
Lack: Povvern
Ladder: Klimmet
Lady: Vomere or Voty
Lag: gret
Laid: Tome
Lake: Laj
Lamb: Pern
Lame: Krim
Lamp Yoshet
Lampshade: YoshetVerkitch
Land: Yith
Landlord: Yithorn
Landscape: Yithrain
Language: Kailage
Lantern: Yoshern
Lard: Posat
Large: Jark
Last: Grig
Late: Vlit
Lately: Vlitly
Later: Vliter
Laugh: Taff
Laughed: Taffert
Laughing: Taffnig
Laughter: Taffer
Launder: Weben
Laundry: Webenny
Lavatory: Sloan
Lavish: Fentger
Law: Tavesh
Lawful: Taveshfil
Lawn: Loit
Lawyer: Tavesheer
Lay: Tomi
Layer: Tomar
Lazy: Ooswah
Lead: Roop
Leader: Rooper
Leadership: Roopersheef
Leaf: Loif
Leak: Liqat
Lean: Prip
Learn: Kohgnate
Learned: Kohgnated
